OtherArea,Group,Variable,Year,PortugueseCommonName,Taxon,CatchAmount (tonnes),Sector
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1975,Bonito listrado,Katsuwonus pelamis,"150,6428223","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1976,Bonito listrado,Katsuwonus pelamis,"45,22412345","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1977,Bonito listrado,Katsuwonus pelamis,"22,52402193","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1978,Bonito listrado,Katsuwonus pelamis,"129,2165478","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1979,Bonito listrado,Katsuwonus pelamis,"126,3221387","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1980,Bonito listrado,Katsuwonus pelamis,"112,7301455","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1981,Bonito listrado,Katsuwonus pelamis,"165,3829293","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1982,Bonito listrado,Katsuwonus pelamis,"120,8192616","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1983,Bonito listrado,Katsuwonus pelamis,"362,9848796","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1984,Bonito listrado,Katsuwonus pelamis,"187,3920915","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1985,Bonito listrado,Katsuwonus pelamis,"178,5244649","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1986,Bonito listrado,Katsuwonus pelamis,"736,4431362","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1987,Bonito listrado,Katsuwonus pelamis,"1032,447957","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1988,Bonito listrado,Katsuwonus pelamis,"652,5748043","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1989,Bonito listrado,Katsuwonus pelamis,"562,6047435","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1990,Bonito listrado,Katsuwonus pelamis,"1070,363525","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1991,Bonito listrado,Katsuwonus pelamis,"1143,036621","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1992,Bonito listrado,Katsuwonus pelamis,"1195,988892","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1993,Bonito listrado,Katsuwonus pelamis,"1236,4021","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1994,Bonito listrado,Katsuwonus pelamis,"1247,343628","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1995,Bonito listrado,Katsuwonus pelamis,"2776,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1996,Bonito listrado,Katsuwonus pelamis,"31,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1997,Bonito listrado,Katsuwonus pelamis,248,"Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1998,Bonito listrado,Katsuwonus pelamis,177,"Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,1999,Bonito listrado,Katsuwonus pelamis,94,"Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2000,Bonito listrado,Katsuwonus pelamis,"113,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2001,Bonito listrado,Katsuwonus pelamis,"126,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2002,Bonito listrado,Katsuwonus pelamis,152,"Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2003,Bonito listrado,Katsuwonus pelamis,"151,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2004,Bonito listrado,Katsuwonus pelamis,"149,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2005,Bonito listrado,Katsuwonus pelamis,"153,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2006,Bonito listrado,Katsuwonus pelamis,"172,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2007,Bonito listrado,Katsuwonus pelamis,174,"Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2008,Bonito listrado,Katsuwonus pelamis,"114,5798874","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2009,Bonito listrado,Katsuwonus pelamis,"101,5168304","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2010,Bonito listrado,Katsuwonus pelamis,"59,96284794","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2011,Bonito listrado,Katsuwonus pelamis,"1,06","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2012,Bonito listrado,Katsuwonus pelamis,"11,22622361","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2013,Bonito listrado,Katsuwonus pelamis,"54,20974731","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2014,Bonito listrado,Katsuwonus pelamis,"108,3529803","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2015,Bonito listrado,Katsuwonus pelamis,"16,32238936","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2016,Bonito listrado,Katsuwonus pelamis,"18,45581055","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2017,Bonito listrado,Katsuwonus pelamis,"51,87723161","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2018,Bonito listrado,Katsuwonus pelamis,"72,01425913","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2019,Bonito listrado,Katsuwonus pelamis,"68,83186379","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2020,Bonito listrado,Katsuwonus pelamis,"19,24304585","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2021,Bonito listrado,Katsuwonus pelamis,"27,32440095","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_art,2022,Bonito listrado,Katsuwonus pelamis,"35,11652661","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1966,Bonito listrado,Katsuwonus pelamis,"119,1890344","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1967,Bonito listrado,Katsuwonus pelamis,"364,1761217","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1968,Bonito listrado,Katsuwonus pelamis,"146,4001238","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1969,Bonito listrado,Katsuwonus pelamis,"31,55053711","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1970,Bonito listrado,Katsuwonus pelamis,"179,1582031","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1971,Bonito listrado,Katsuwonus pelamis,"326,9304199","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1972,Bonito listrado,Katsuwonus pelamis,"474,7216797","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1973,Bonito listrado,Katsuwonus pelamis,"622,4483643","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1974,Bonito listrado,Katsuwonus pelamis,"769,7855225","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1975,Bonito listrado,Katsuwonus pelamis,"917,0684814","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1976,Bonito listrado,Katsuwonus pelamis,"129,7645524","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1977,Bonito listrado,Katsuwonus pelamis,"68,39199671","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1978,Bonito listrado,Katsuwonus pelamis,"25,55243659","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1979,Bonito listrado,Katsuwonus pelamis,"409,2513737","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1980,Bonito listrado,Katsuwonus pelamis,"1886,673528","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1981,Bonito listrado,Katsuwonus pelamis,"4471,315394","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1982,Bonito listrado,Katsuwonus pelamis,"3063,213354","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1983,Bonito listrado,Katsuwonus pelamis,"2668,201884","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1984,Bonito listrado,Katsuwonus pelamis,"2972,484727","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1985,Bonito listrado,Katsuwonus pelamis,"4237,982244","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1986,Bonito listrado,Katsuwonus pelamis,"2843,305907","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1987,Bonito listrado,Katsuwonus pelamis,"2469,93683","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1988,Bonito listrado,Katsuwonus pelamis,"2259,847589","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1989,Bonito listrado,Katsuwonus pelamis,"2147,830219","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1990,Bonito listrado,Katsuwonus pelamis,"3893,998796","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1991,Bonito listrado,Katsuwonus pelamis,"3032,482296","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1992,Bonito listrado,Katsuwonus pelamis,"2996,164428","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1993,Bonito listrado,Katsuwonus pelamis,"2190,207549","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1994,Bonito listrado,Katsuwonus pelamis,"3217,222168","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1995,Bonito listrado,Katsuwonus pelamis,"3408,770752","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1996,Bonito listrado,Katsuwonus pelamis,"2628,5","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1997,Bonito listrado,Katsuwonus pelamis,"3434,5","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1998,Bonito listrado,Katsuwonus pelamis,"4117,5","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,1999,Bonito listrado,Katsuwonus pelamis,4988,"Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2000,Bonito listrado,Katsuwonus pelamis,"5979,5","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2001,Bonito listrado,Katsuwonus pelamis,"4549,5","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2002,Bonito listrado,Katsuwonus pelamis,4614,"Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2003,Bonito listrado,Katsuwonus pelamis,"4746,5","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2004,Bonito listrado,Katsuwonus pelamis,4968,"Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2005,Bonito listrado,Katsuwonus pelamis,4975,"Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2006,Bonito listrado,Katsuwonus pelamis,"5597,5","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2007,Bonito listrado,Katsuwonus pelamis,"3981,5","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2008,Bonito listrado,Katsuwonus pelamis,"4020,844482","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2009,Bonito listrado,Katsuwonus pelamis,"3702,547363","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2010,Bonito listrado,Katsuwonus pelamis,"617,6602382","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2011,Bonito listrado,Katsuwonus pelamis,"4027,216","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2012,Bonito listrado,Katsuwonus pelamis,"6014,193736","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2013,Bonito listrado,Katsuwonus pelamis,"4901,426811","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2014,Bonito listrado,Katsuwonus pelamis,"2783,877828","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2015,Bonito listrado,Katsuwonus pelamis,"705,6214878","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2016,Bonito listrado,Katsuwonus pelamis,"1438,269897","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2017,Bonito listrado,Katsuwonus pelamis,"206,4907046","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2018,Bonito listrado,Katsuwonus pelamis,"624,1206386","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2019,Bonito listrado,Katsuwonus pelamis,"1540,275003","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2020,Bonito listrado,Katsuwonus pelamis,"141,1309583","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2021,Bonito listrado,Katsuwonus pelamis,"308,4429156","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_listrado_ind,2022,Bonito listrado,Katsuwonus pelamis,"276,0480082","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1966,Bonito pintado,Euthynnus alletteratus,"92,09547272","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1967,Bonito pintado,Euthynnus alletteratus,"272,869869","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1968,Bonito pintado,Euthynnus alletteratus,"106,2421544","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1969,Bonito pintado,Euthynnus alletteratus,"126,2567596","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1970,Bonito pintado,Euthynnus alletteratus,"128,3968658","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1971,Bonito pintado,Euthynnus alletteratus,"130,496521","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1972,Bonito pintado,Euthynnus alletteratus,"132,5665436","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1973,Bonito pintado,Euthynnus alletteratus,"134,7045135","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1974,Bonito pintado,Euthynnus alletteratus,"137,0046844","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1975,Bonito pintado,Euthynnus alletteratus,"139,5394897","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1976,Bonito pintado,Euthynnus alletteratus,"69,36310851","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1977,Bonito pintado,Euthynnus alletteratus,"34,8585903","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1978,Bonito pintado,Euthynnus alletteratus,"201,7834423","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1979,Bonito pintado,Euthynnus alletteratus,"194,6778613","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1980,Bonito pintado,Euthynnus alletteratus,"171,2698545","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1981,Bonito pintado,Euthynnus alletteratus,"247,6170584","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1982,Bonito pintado,Euthynnus alletteratus,"178,1807473","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1983,Bonito pintado,Euthynnus alletteratus,"527,0151204","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1984,Bonito pintado,Euthynnus alletteratus,"267,6079085","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1985,Bonito pintado,Euthynnus alletteratus,"250,4755479","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1986,Bonito pintado,Euthynnus alletteratus,"482,5568886","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1987,Bonito pintado,Euthynnus alletteratus,"601,5520744","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1988,Bonito pintado,Euthynnus alletteratus,"200,4251957","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1989,Bonito pintado,Euthynnus alletteratus,"171,3675423","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1990,Bonito pintado,Euthynnus alletteratus,"439,6698914","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1991,Bonito pintado,Euthynnus alletteratus,"483,6469727","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1992,Bonito pintado,Euthynnus alletteratus,"528,7200317","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1993,Bonito pintado,Euthynnus alletteratus,"576,2030029","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1994,Bonito pintado,Euthynnus alletteratus,"628,6618652","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1995,Bonito pintado,Euthynnus alletteratus,689,"Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1996,Bonito pintado,Euthynnus alletteratus,"481,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1997,Bonito pintado,Euthynnus alletteratus,"110,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1998,Bonito pintado,Euthynnus alletteratus,49,"Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,1999,Bonito pintado,Euthynnus alletteratus,"223,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2000,Bonito pintado,Euthynnus alletteratus,"7,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2001,Bonito pintado,Euthynnus alletteratus,"162,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2002,Bonito pintado,Euthynnus alletteratus,"110,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2003,Bonito pintado,Euthynnus alletteratus,110,"Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2004,Bonito pintado,Euthynnus alletteratus,"112,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2005,Bonito pintado,Euthynnus alletteratus,"113,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2006,Bonito pintado,Euthynnus alletteratus,"102,5","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2007,Bonito pintado,Euthynnus alletteratus,55,"Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2008,Bonito pintado,Euthynnus alletteratus,"88,76128387","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2009,Bonito pintado,Euthynnus alletteratus,"87,57817841","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2010,Bonito pintado,Euthynnus alletteratus,"61,03513238","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2011,Bonito pintado,Euthynnus alletteratus,"54,903","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2012,Bonito pintado,Euthynnus alletteratus,"87,41739356","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2013,Bonito pintado,Euthynnus alletteratus,"39,04545796","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2014,Bonito pintado,Euthynnus alletteratus,"105,5445054","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2015,Bonito pintado,Euthynnus alletteratus,"34,56061064","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2016,Bonito pintado,Euthynnus alletteratus,"82,59645844","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2017,Bonito pintado,Euthynnus alletteratus,"104,4964678","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2018,Bonito pintado,Euthynnus alletteratus,"117,7163404","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2019,Bonito pintado,Euthynnus alletteratus,"111,7438365","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2020,Bonito pintado,Euthynnus alletteratus,"134,4994541","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2021,Bonito pintado,Euthynnus alletteratus,"63,78909893","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_art,2022,Bonito pintado,Euthynnus alletteratus,"53,07657339","Artisanal (SS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1966,Bonito pintado,Euthynnus alletteratus,"19,68339289","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1967,Bonito pintado,Euthynnus alletteratus,"59,89111468","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1968,Bonito pintado,Euthynnus alletteratus,"23,95455294","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1969,Bonito pintado,Euthynnus alletteratus,"48,33963013","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1970,Bonito pintado,Euthynnus alletteratus,"60,00892639","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1971,Bonito pintado,Euthynnus alletteratus,"71,68968201","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1972,Bonito pintado,Euthynnus alletteratus,"83,40446472","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1973,Bonito pintado,Euthynnus alletteratus,"95,1191864","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1974,Bonito pintado,Euthynnus alletteratus,"106,8372955","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1975,Bonito pintado,Euthynnus alletteratus,"118,7565613","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1976,Bonito pintado,Euthynnus alletteratus,"20,37640822","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1977,Bonito pintado,Euthynnus alletteratus,"10,67945122","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1978,Bonito pintado,Euthynnus alletteratus,"3,96681048","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1979,Bonito pintado,Euthynnus alletteratus,"63,1052653","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1980,Bonito pintado,Euthynnus alletteratus,"288,9421902","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1981,Bonito pintado,Euthynnus alletteratus,"597,6671933","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1982,Bonito pintado,Euthynnus alletteratus,"446,4128235","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1983,Bonito pintado,Euthynnus alletteratus,"271,8931967","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1984,Bonito pintado,Euthynnus alletteratus,"96,27430066","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1985,Bonito pintado,Euthynnus alletteratus,"146,9312282","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1986,Bonito pintado,Euthynnus alletteratus,"144,5845135","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1987,Bonito pintado,Euthynnus alletteratus,"199,538205","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1988,Bonito pintado,Euthynnus alletteratus,"129,6864956","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1989,Bonito pintado,Euthynnus alletteratus,"200,7253822","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1990,Bonito pintado,Euthynnus alletteratus,"559,4680291","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1991,Bonito pintado,Euthynnus alletteratus,"432,6938965","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1992,Bonito pintado,Euthynnus alletteratus,"422,2258789","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1993,Bonito pintado,Euthynnus alletteratus,"304,1618821","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1994,Bonito pintado,Euthynnus alletteratus,"431,9736328","Industrial (LS, C)"
Rio de Janeiro,Scombridae e afins,Bonito_pintado_ind,1995,Bonito pintado,Euthynnus alletteratus,"457,9318237","Industrial (LS, C)"
