OtherArea,Group,Variable,Year,PortugueseCommonName,Taxon,CatchAmount (tonnes),Sector
Rio de Janeiro,Moluscos,Lula_art,1950,Lula,Doryteuthis spp,"29,28106112","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1951,Lula,Doryteuthis spp,"33,24058559","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1952,Lula,Doryteuthis spp,"36,42213134","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1953,Lula,Doryteuthis spp,"35,57331435","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1954,Lula,Doryteuthis spp,"31,15549228","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1955,Lula,Doryteuthis spp,"26,00003194","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1956,Lula,Doryteuthis spp,"29,53883856","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1957,Lula,Doryteuthis spp,"41,19800568","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1958,Lula,Doryteuthis spp,"26,8253901","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1959,Lula,Doryteuthis spp,"13,21279866","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1960,Lula,Doryteuthis spp,"23,18566698","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1961,Lula,Doryteuthis spp,"17,97089052","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1962,Lula,Doryteuthis spp,"27,008955","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1963,Lula,Doryteuthis spp,"55,37852859","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1964,Lula,Doryteuthis spp,"65,56111908","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1965,Lula,Doryteuthis spp,"153,795105","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1966,Lula,Doryteuthis spp,"19,13275337","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1967,Lula,Doryteuthis spp,"63,37226105","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1968,Lula,Doryteuthis spp,"541,5233154","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1969,Lula,Doryteuthis spp,"60,97123337","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1970,Lula,Doryteuthis spp,"138,8820801","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1971,Lula,Doryteuthis spp,"68,55641937","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1972,Lula,Doryteuthis spp,"128,9487915","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1973,Lula,Doryteuthis spp,"292,8038635","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1974,Lula,Doryteuthis spp,"409,5730896","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1975,Lula,Doryteuthis spp,"143,930481","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1976,Lula,Doryteuthis spp,"64,89678955","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1977,Lula,Doryteuthis spp,"192,4101868","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1978,Lula,Doryteuthis spp,106,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1979,Lula,Doryteuthis spp,175,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1980,Lula,Doryteuthis spp,335,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1981,Lula,Doryteuthis spp,373,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1982,Lula,Doryteuthis spp,127,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1983,Lula,Doryteuthis spp,140,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1984,Lula,Doryteuthis spp,209,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1985,Lula,Doryteuthis spp,176,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1986,Lula,Doryteuthis spp,"115,02","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1987,Lula,Doryteuthis spp,"200,76","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1988,Lula,Doryteuthis spp,"114,63","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1989,Lula,Doryteuthis spp,"149,54","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1990,Lula,Doryteuthis spp,"146,046875","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1991,Lula,Doryteuthis spp,"180,5733643","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1992,Lula,Doryteuthis spp,"234,4833374","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1993,Lula,Doryteuthis spp,"288,3885498","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1994,Lula,Doryteuthis spp,"342,0581055","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1995,Lula,Doryteuthis spp,"389,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1996,Lula,Doryteuthis spp,"36,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1997,Lula,Doryteuthis spp,104,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1998,Lula,Doryteuthis spp,"12,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,1999,Lula,Doryteuthis spp,"127,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2000,Lula,Doryteuthis spp,14,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2001,Lula,Doryteuthis spp,"184,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2002,Lula,Doryteuthis spp,"88,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2003,Lula,Doryteuthis spp,"86,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2004,Lula,Doryteuthis spp,101,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2005,Lula,Doryteuthis spp,"106,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2006,Lula,Doryteuthis spp,"122,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2007,Lula,Doryteuthis spp,"72,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2008,Lula,Doryteuthis spp,"17,56","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2009,Lula,Doryteuthis spp,"34,5302","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2010,Lula,Doryteuthis spp,"10,68","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2011,Lula,Doryteuthis spp,"20,593","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2012,Lula,Doryteuthis spp,"8,878","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2013,Lula,Doryteuthis spp,"9,596","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2014,Lula,Doryteuthis spp,"209,839","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2015,Lula,Doryteuthis spp,"2,517","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2016,Lula,Doryteuthis spp,"52,59","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2017,Lula,Doryteuthis spp,"56,96003","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2018,Lula,Doryteuthis spp,"33,9034","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2019,Lula,Doryteuthis spp,"41,9636","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2020,Lula,Doryteuthis spp,"29,4221","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2021,Lula,Doryteuthis spp,"56,82","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_art,2022,Lula,Doryteuthis spp,"63,4343","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1962,Lula,Doryteuthis spp,"1,821044998","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1963,Lula,Doryteuthis spp,"4,161471405","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1964,Lula,Doryteuthis spp,"5,43888092","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1965,Lula,Doryteuthis spp,"13,90257502","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1966,Lula,Doryteuthis spp,"1,867246628","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1967,Lula,Doryteuthis spp,"6,627738953","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1968,Lula,Doryteuthis spp,"60,47668457","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1969,Lula,Doryteuthis spp,"7,252652824","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1970,Lula,Doryteuthis spp,"17,54117584","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1971,Lula,Doryteuthis spp,"9,166053355","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1972,Lula,Doryteuthis spp,"18,20191437","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1973,Lula,Doryteuthis spp,"43,45143938","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1974,Lula,Doryteuthis spp,"62,60517502","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1975,Lula,Doryteuthis spp,"22,56117845","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1976,Lula,Doryteuthis spp,"10,29581547","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1977,Lula,Doryteuthis spp,"30,65132308","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1978,Lula,Doryteuthis spp,20,"Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1979,Lula,Doryteuthis spp,129,"Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1980,Lula,Doryteuthis spp,18,"Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1981,Lula,Doryteuthis spp,115,"Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1982,Lula,Doryteuthis spp,20,"Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1983,Lula,Doryteuthis spp,12,"Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1984,Lula,Doryteuthis spp,87,"Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1985,Lula,Doryteuthis spp,23,"Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1986,Lula,Doryteuthis spp,"57,51","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1987,Lula,Doryteuthis spp,"30,42","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1988,Lula,Doryteuthis spp,"6,14","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1989,Lula,Doryteuthis spp,"21,66","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1990,Lula,Doryteuthis spp,"18,47358704","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1991,Lula,Doryteuthis spp,"20,44717407","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1992,Lula,Doryteuthis spp,"37,5982666","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1993,Lula,Doryteuthis spp,"80,98840332","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1994,Lula,Doryteuthis spp,"158,8564453","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1995,Lula,Doryteuthis spp,"246,9184723","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1996,Lula,Doryteuthis spp,286,"Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1997,Lula,Doryteuthis spp,"488,5","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1998,Lula,Doryteuthis spp,"252,5","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,1999,Lula,Doryteuthis spp,"345,5","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2000,Lula,Doryteuthis spp,"637,5","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2001,Lula,Doryteuthis spp,214,"Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2002,Lula,Doryteuthis spp,"387,5","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2003,Lula,Doryteuthis spp,"389,5","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2004,Lula,Doryteuthis spp,444,"Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2005,Lula,Doryteuthis spp,"451,5","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2006,Lula,Doryteuthis spp,"507,5","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2007,Lula,Doryteuthis spp,"572,5","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2008,Lula,Doryteuthis spp,"2,167","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2009,Lula,Doryteuthis spp,"28,509","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2010,Lula,Doryteuthis spp,"22,627","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2011,Lula,Doryteuthis spp,"210,691","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2012,Lula,Doryteuthis spp,"201,51","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2013,Lula,Doryteuthis spp,"76,178","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2014,Lula,Doryteuthis spp,"94,943","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2015,Lula,Doryteuthis spp,"25,068","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2016,Lula,Doryteuthis spp,"0,023","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2017,Lula,Doryteuthis spp,"70,80297","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2018,Lula,Doryteuthis spp,"44,5201","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2019,Lula,Doryteuthis spp,"38,8622","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2020,Lula,Doryteuthis spp,"13,9968","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2021,Lula,Doryteuthis spp,"25,3918","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_ind,2022,Lula,Doryteuthis spp,"13,432","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Lula_oceanica_art,2017,Lula oceânica,Thysanoteuthis rhombus,"0,015","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_oceanica_art,2018,Lula oceânica,Thysanoteuthis rhombus,"0,016","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_oceanica_art,2019,Lula oceânica,Thysanoteuthis rhombus,"0,019","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_oceanica_art,2020,Lula oceânica,Thysanoteuthis rhombus,"0,038","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_oceanica_art,2021,Lula oceânica,Thysanoteuthis rhombus,"0,05","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Lula_oceanica_art,2022,Lula oceânica,Thysanoteuthis rhombus,"0,06","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Calamar_ind,2010,Calamar,Illex argentinus,"0,38","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Calamar_ind,2011,Calamar,Illex argentinus,"1,832","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Calamar_ind,2012,Calamar,Illex argentinus,"1,436","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Calamar_ind,2013,Calamar,Illex argentinus,"0,608","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Calamar_ind,2014,Calamar,Illex argentinus,"0,112","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1950,Polvo,Octopodoidea,"1,489555172","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1951,Polvo,Octopodoidea,"1,814915746","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1952,Polvo,Octopodoidea,"2,133091338","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1953,Polvo,Octopodoidea,"2,233614034","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1954,Polvo,Octopodoidea,"2,107011948","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1955,Polvo,Octopodoidea,"1,896348843","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1956,Polvo,Octopodoidea,"2,329130495","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1957,Polvo,Octopodoidea,"3,512120247","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1958,Polvo,Octopodoidea,"2,482931837","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1959,Polvo,Octopodoidea,"1,33528176","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1960,Polvo,Octopodoidea,"2,567744318","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1961,Polvo,Octopodoidea,"2,240049541","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1962,Polvo,Octopodoidea,"1,735403299","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1963,Polvo,Octopodoidea,"2,058316946","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1964,Polvo,Octopodoidea,"13,05735111","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1965,Polvo,Octopodoidea,"28,72752762","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1966,Polvo,Octopodoidea,"5,787451744","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1967,Polvo,Octopodoidea,"10,2033577","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1968,Polvo,Octopodoidea,"67,02561951","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1969,Polvo,Octopodoidea,"4,193588257","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1970,Polvo,Octopodoidea,"8,730782509","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1971,Polvo,Octopodoidea,"3,974072218","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1972,Polvo,Octopodoidea,"6,943305016","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1973,Polvo,Octopodoidea,"14,88397408","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1974,Polvo,Octopodoidea,"19,63500786","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1975,Polvo,Octopodoidea,"6,583136082","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1976,Polvo,Octopodoidea,"2,840979338","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1977,Polvo,Octopodoidea,"8,040379524","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1978,Polvo,Octopodoidea,2,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1979,Polvo,Octopodoidea,8,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1980,Polvo,Octopodoidea,13,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1981,Polvo,Octopodoidea,14,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1982,Polvo,Octopodoidea,3,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1983,Polvo,Octopodoidea,1,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1984,Polvo,Octopodoidea,2,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1985,Polvo,Octopodoidea,12,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1986,Polvo,Octopodoidea,"9,08","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1987,Polvo,Octopodoidea,"8,11","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1988,Polvo,Octopodoidea,"2,05","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1989,Polvo,Octopodoidea,"6,19","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1990,Polvo,Octopodoidea,"31,12650108","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1991,Polvo,Octopodoidea,"71,36386871","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1992,Polvo,Octopodoidea,"115,2115097","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1993,Polvo,Octopodoidea,"158,603241","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1994,Polvo,Octopodoidea,"191,3761749","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1995,Polvo,Octopodoidea,165,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1996,Polvo,Octopodoidea,2,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1997,Polvo,Octopodoidea,"33,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1998,Polvo,Octopodoidea,"5,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,1999,Polvo,Octopodoidea,"57,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2000,Polvo,Octopodoidea,17,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2001,Polvo,Octopodoidea,"45,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2002,Polvo,Octopodoidea,32,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2003,Polvo,Octopodoidea,31,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2004,Polvo,Octopodoidea,"35,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2005,Polvo,Octopodoidea,"39,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2006,Polvo,Octopodoidea,45,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2007,Polvo,Octopodoidea,"20,5","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2008,Polvo,Octopodoidea,"35,041","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2009,Polvo,Octopodoidea,7,"Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2010,Polvo,Octopodoidea,"3,728","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2011,Polvo,Octopodoidea,"4,711","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2012,Polvo,Octopodoidea,"11,939","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2013,Polvo,Octopodoidea,"13,802","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2014,Polvo,Octopodoidea,"3,823","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2015,Polvo,Octopodoidea,"0,008","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2016,Polvo,Octopodoidea,"40,55783844","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2017,Polvo,Octopodoidea,"40,42755","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2018,Polvo,Octopodoidea,"101,0383","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2019,Polvo,Octopodoidea,"89,3924","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2020,Polvo,Octopodoidea,"80,21075","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2021,Polvo,Octopodoidea,"37,1155","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_art,2022,Polvo,Octopodoidea,"42,80265","Artisanal (SS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1962,Polvo,Octopodoidea,"0,8845967007","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1963,Polvo,Octopodoidea,"1,071683054","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1964,Polvo,Octopodoidea,"6,942648888","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1965,Polvo,Octopodoidea,"15,59877062","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1966,Polvo,Octopodoidea,"3,212548256","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1967,Polvo,Octopodoidea,"5,796642303","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1968,Polvo,Octopodoidea,"38,97438049","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1969,Polvo,Octopodoidea,"2,494978156","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1970,Polvo,Octopodoidea,"5,31492475","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1971,Polvo,Octopodoidea,"2,476859521","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1972,Polvo,Octopodoidea,"4,429938219","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1973,Polvo,Octopodoidea,"9,719910175","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1974,Polvo,Octopodoidea,"13,12091684","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1975,Polvo,Octopodoidea,"4,499595463","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1976,Polvo,Octopodoidea,"1,985630412","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1977,Polvo,Octopodoidea,"5,736596212","Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1978,Polvo,Octopodoidea,3,"Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1979,Polvo,Octopodoidea,2,"Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1980,Polvo,Octopodoidea,2,"Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1981,Polvo,Octopodoidea,20,"Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1982,Polvo,Octopodoidea,12,"Industrial (LS, C)"
Rio de Janeiro,Moluscos,Polvo_ind,1983,Polvo,Octopodoidea,"4,11390686","Industrial (LS, C)"
